GEO.id,GEO.id2,GEO.display-label,D002,D003,D004
Id,Id2,Geography,Median age -- - Both sexes,Median age -- - Male,Median age -- - Female
1500000US440070119012,440070119012,"Block Group 2, Census Tract 119.01, Providence County, Rhode Island",40.7,39.9,41.5
1500000US440070119021,440070119021,"Block Group 1, Census Tract 119.02, Providence County, Rhode Island",54.6,52.2,55.7
1500000US440070119022,440070119022,"Block Group 2, Census Tract 119.02, Providence County, Rhode Island",56.6,54.3,58.0
1500000US440070119023,440070119023,"Block Group 3, Census Tract 119.02, Providence County, Rhode Island",51.5,50.1,53.5
1500000US440070120001,440070120001,"Block Group 1, Census Tract 120, Providence County, Rhode Island",42.5,40.1,44.2
1500000US440070120002,440070120002,"Block Group 2, Census Tract 120, Providence County, Rhode Island",42.3,40.9,43.7
1500000US440070120003,440070120003,"Block Group 3, Census Tract 120, Providence County, Rhode Island",44.6,43.4,45.4
1500000US440070120004,440070120004,"Block Group 4, Census Tract 120, Providence County, Rhode Island",46.1,43.8,48.5
1500000US440070120005,440070120005,"Block Group 5, Census Tract 120, Providence County, Rhode Island",43.1,40.8,46.1
1500000US440070121021,440070121021,"Block Group 1, Census Tract 121.02, Providence County, Rhode Island",40.0,35.8,42.5
1500000US440070121022,440070121022,"Block Group 2, Census Tract 121.02, Providence County, Rhode Island",39.6,36.3,41.8
1500000US440070121023,440070121023,"Block Group 3, Census Tract 121.02, Providence County, Rhode Island",35.4,35.0,35.7
1500000US440070121024,440070121024,"Block Group 4, Census Tract 121.02, Providence County, Rhode Island",39.2,35.6,41.4
1500000US440070121031,440070121031,"Block Group 1, Census Tract 121.03, Providence County, Rhode Island",55.0,48.0,62.3
1500000US440070121032,440070121032,"Block Group 2, Census Tract 121.03, Providence County, Rhode Island",42.9,41.2,44.7
1500000US440070121041,440070121041,"Block Group 1, Census Tract 121.04, Providence County, Rhode Island",46.2,41.5,49.6
1500000US440070121042,440070121042,"Block Group 2, Census Tract 121.04, Providence County, Rhode Island",35.0,34.8,35.2
1500000US440070121043,440070121043,"Block Group 3, Census Tract 121.04, Providence County, Rhode Island",41.2,40.6,42.1
1500000US440070122001,440070122001,"Block Group 1, Census Tract 122, Providence County, Rhode Island",43.0,38.3,45.8
1500000US440070122002,440070122002,"Block Group 2, Census Tract 122, Providence County, Rhode Island",42.5,42.3,42.9
1500000US440070122003,440070122003,"Block Group 3, Census Tract 122, Providence County, Rhode Island",49.1,47.3,51.3
1500000US440070122004,440070122004,"Block Group 4, Census Tract 122, Providence County, Rhode Island",44.7,44.6,44.8
1500000US440070123001,440070123001,"Block Group 1, Census Tract 123, Providence County, Rhode Island",40.3,40.5,39.8
1500000US440070123002,440070123002,"Block Group 2, Census Tract 123, Providence County, Rhode Island",42.7,41.2,44.5
1500000US440070123003,440070123003,"Block Group 3, Census Tract 123, Providence County, Rhode Island",45.1,43.8,46.5
1500000US440070124011,440070124011,"Block Group 1, Census Tract 124.01, Providence County, Rhode Island",35.3,34.8,36.0
1500000US440070124012,440070124012,"Block Group 2, Census Tract 124.01, Providence County, Rhode Island",40.6,38.1,43.7
1500000US440070124013,440070124013,"Block Group 3, Census Tract 124.01, Providence County, Rhode Island",40.8,40.0,41.5
1500000US440070124014,440070124014,"Block Group 4, Census Tract 124.01, Providence County, Rhode Island",43.9,43.2,45.1
1500000US440070124015,440070124015,"Block Group 5, Census Tract 124.01, Providence County, Rhode Island",44.7,41.6,47.3
1500000US440070124016,440070124016,"Block Group 6, Census Tract 124.01, Providence County, Rhode Island",49.3,44.2,53.6
1500000US440070124021,440070124021,"Block Group 1, Census Tract 124.02, Providence County, Rhode Island",41.7,39.9,43.4
1500000US440070124022,440070124022,"Block Group 2, Census Tract 124.02, Providence County, Rhode Island",44.3,43.1,45.4
1500000US440070125001,440070125001,"Block Group 1, Census Tract 125, Providence County, Rhode Island",41.3,38.9,42.9
1500000US440070125002,440070125002,"Block Group 2, Census Tract 125, Providence County, Rhode Island",48.4,44.2,52.6
1500000US440070125003,440070125003,"Block Group 3, Census Tract 125, Providence County, Rhode Island",43.6,42.3,44.8
1500000US440070126011,440070126011,"Block Group 1, Census Tract 126.01, Providence County, Rhode Island",20.7,20.7,20.8
1500000US440070126012,440070126012,"Block Group 2, Census Tract 126.01, Providence County, Rhode Island",44.6,43.5,45.7
1500000US440070126021,440070126021,"Block Group 1, Census Tract 126.02, Providence County, Rhode Island",44.8,43.5,46.2
1500000US440070126022,440070126022,"Block Group 2, Census Tract 126.02, Providence County, Rhode Island",40.3,39.5,41.4
1500000US440070126023,440070126023,"Block Group 3, Census Tract 126.02, Providence County, Rhode Island",46.3,41.3,49.9
1500000US440070126024,440070126024,"Block Group 4, Census Tract 126.02, Providence County, Rhode Island",40.1,39.2,41.6
1500000US440070126025,440070126025,"Block Group 5, Census Tract 126.02, Providence County, Rhode Island",47.3,45.7,48.8
1500000US440070126026,440070126026,"Block Group 6, Census Tract 126.02, Providence County, Rhode Island",48.1,46.5,49.4
1500000US440070127011,440070127011,"Block Group 1, Census Tract 127.01, Providence County, Rhode Island",48.0,45.5,50.3
1500000US440070127012,440070127012,"Block Group 2, Census Tract 127.01, Providence County, Rhode Island",47.8,46.7,48.7
1500000US440070127013,440070127013,"Block Group 3, Census Tract 127.01, Providence County, Rhode Island",49.2,47.7,50.7
1500000US440070127021,440070127021,"Block Group 1, Census Tract 127.02, Providence County, Rhode Island",45.9,44.2,47.5
1500000US440070127022,440070127022,"Block Group 2, Census Tract 127.02, Providence County, Rhode Island",52.3,49.7,54.0
1500000US440070127023,440070127023,"Block Group 3, Census Tract 127.02, Providence County, Rhode Island",43.6,43.4,43.9
1500000US440070128011,440070128011,"Block Group 1, Census Tract 128.01, Providence County, Rhode Island",44.3,43.2,44.8
1500000US440070128012,440070128012,"Block Group 2, Census Tract 128.01, Providence County, Rhode Island",61.3,50.5,68.3
1500000US440070128013,440070128013,"Block Group 3, Census Tract 128.01, Providence County, Rhode Island",43.0,41.2,44.6
1500000US440070128021,440070128021,"Block Group 1, Census Tract 128.02, Providence County, Rhode Island",43.6,43.5,43.7
1500000US440070128022,440070128022,"Block Group 2, Census Tract 128.02, Providence County, Rhode Island",46.3,42.4,48.9
1500000US440070128031,440070128031,"Block Group 1, Census Tract 128.03, Providence County, Rhode Island",47.8,47.2,48.4
1500000US440070128032,440070128032,"Block Group 2, Census Tract 128.03, Providence County, Rhode Island",42.3,42.0,42.5
1500000US440070129001,440070129001,"Block Group 1, Census Tract 129, Providence County, Rhode Island",41.6,39.7,42.7
1500000US440070129002,440070129002,"Block Group 2, Census Tract 129, Providence County, Rhode Island",39.3,36.3,42.0
1500000US440070129003,440070129003,"Block Group 3, Census Tract 129, Providence County, Rhode Island",38.1,37.8,38.3
1500000US440070129004,440070129004,"Block Group 4, Census Tract 129, Providence County, Rhode Island",40.4,39.2,41.6
1500000US440070130011,440070130011,"Block Group 1, Census Tract 130.01, Providence County, Rhode Island",44.5,44.2,44.7
1500000US440070130012,440070130012,"Block Group 2, Census Tract 130.01, Providence County, Rhode Island",43.1,42.9,43.1
1500000US440070130013,440070130013,"Block Group 3, Census Tract 130.01, Providence County, Rhode Island",44.4,43.1,45.3
1500000US440070130021,440070130021,"Block Group 1, Census Tract 130.02, Providence County, Rhode Island",41.7,41.4,42.0
1500000US440070130022,440070130022,"Block Group 2, Census Tract 130.02, Providence County, Rhode Island",42.6,41.3,44.1
1500000US440070130023,440070130023,"Block Group 3, Census Tract 130.02, Providence County, Rhode Island",44.5,44.0,45.1
1500000US440070130024,440070130024,"Block Group 4, Census Tract 130.02, Providence County, Rhode Island",43.8,41.9,45.0
1500000US440070131011,440070131011,"Block Group 1, Census Tract 131.01, Providence County, Rhode Island",45.1,44.7,45.4
1500000US440070131012,440070131012,"Block Group 2, Census Tract 131.01, Providence County, Rhode Island",44.3,44.4,44.2
1500000US440070131013,440070131013,"Block Group 3, Census Tract 131.01, Providence County, Rhode Island",45.8,45.1,46.3
1500000US440070131021,440070131021,"Block Group 1, Census Tract 131.02, Providence County, Rhode Island",44.3,44.3,44.3
1500000US440070131022,440070131022,"Block Group 2, Census Tract 131.02, Providence County, Rhode Island",43.4,43.1,43.8
1500000US440070131023,440070131023,"Block Group 3, Census Tract 131.02, Providence County, Rhode Island",45.1,44.7,45.4
1500000US440070132011,440070132011,"Block Group 1, Census Tract 132.01, Providence County, Rhode Island",48.4,48.6,48.2
1500000US440070132012,440070132012,"Block Group 2, Census Tract 132.01, Providence County, Rhode Island",46.8,45.6,47.5
1500000US440070132013,440070132013,"Block Group 3, Census Tract 132.01, Providence County, Rhode Island",46.4,46.8,46.1
1500000US440070132014,440070132014,"Block Group 4, Census Tract 132.01, Providence County, Rhode Island",43.5,43.9,43.0
1500000US440070132021,440070132021,"Block Group 1, Census Tract 132.02, Providence County, Rhode Island",45.2,45.3,45.1
1500000US440070132022,440070132022,"Block Group 2, Census Tract 132.02, Providence County, Rhode Island",47.3,46.7,47.9
1500000US440070132023,440070132023,"Block Group 3, Census Tract 132.02, Providence County, Rhode Island",41.0,41.2,40.9
1500000US440070133001,440070133001,"Block Group 1, Census Tract 133, Providence County, Rhode Island",45.3,44.6,46.0
1500000US440070133002,440070133002,"Block Group 2, Census Tract 133, Providence County, Rhode Island",43.3,42.6,43.9
1500000US440070133003,440070133003,"Block Group 3, Census Tract 133, Providence County, Rhode Island",44.8,44.4,45.5
1500000US440070133004,440070133004,"Block Group 4, Census Tract 133, Providence County, Rhode Island",46.0,45.3,46.8
1500000US440070134001,440070134001,"Block Group 1, Census Tract 134, Providence County, Rhode Island",48.9,45.3,51.9
1500000US440070134002,440070134002,"Block Group 2, Census Tract 134, Providence County, Rhode Island",41.9,41.6,42.2
1500000US440070134003,440070134003,"Block Group 3, Census Tract 134, Providence County, Rhode Island",47.9,46.5,49.0
1500000US440070134004,440070134004,"Block Group 4, Census Tract 134, Providence County, Rhode Island",40.6,38.9,41.6
1500000US440070135001,440070135001,"Block Group 1, Census Tract 135, Providence County, Rhode Island",22.0,23.1,21.6
1500000US440070135002,440070135002,"Block Group 2, Census Tract 135, Providence County, Rhode Island",32.0,32.3,31.8
1500000US440070135003,440070135003,"Block Group 3, Census Tract 135, Providence County, Rhode Island",34.6,34.8,34.5
1500000US440070135004,440070135004,"Block Group 4, Census Tract 135, Providence County, Rhode Island",34.2,34.4,33.9
1500000US440070135005,440070135005,"Block Group 5, Census Tract 135, Providence County, Rhode Island",38.2,34.2,41.7
1500000US440070136001,440070136001,"Block Group 1, Census Tract 136, Providence County, Rhode Island",41.1,39.1,43.1
1500000US440070136002,440070136002,"Block Group 2, Census Tract 136, Providence County, Rhode Island",37.7,36.6,38.2
1500000US440070136003,440070136003,"Block Group 3, Census Tract 136, Providence County, Rhode Island",35.1,34.1,36.4
1500000US440070137011,440070137011,"Block Group 1, Census Tract 137.01, Providence County, Rhode Island",40.1,40.6,39.6
1500000US440070137012,440070137012,"Block Group 2, Census Tract 137.01, Providence County, Rhode Island",36.3,33.9,39.7
1500000US440070137013,440070137013,"Block Group 3, Census Tract 137.01, Providence County, Rhode Island",34.2,34.1,34.5
1500000US440070137014,440070137014,"Block Group 4, Census Tract 137.01, Providence County, Rhode Island",35.1,33.1,36.7
1500000US440070137021,440070137021,"Block Group 1, Census Tract 137.02, Providence County, Rhode Island",37.9,35.7,39.9
1500000US440070137022,440070137022,"Block Group 2, Census Tract 137.02, Providence County, Rhode Island",41.2,38.5,43.2
1500000US440070137023,440070137023,"Block Group 3, Census Tract 137.02, Providence County, Rhode Island",39.3,35.8,42.2
1500000US440070138001,440070138001,"Block Group 1, Census Tract 138, Providence County, Rhode Island",46.7,44.3,48.6
1500000US440070138002,440070138002,"Block Group 2, Census Tract 138, Providence County, Rhode Island",36.3,35.6,37.3
1500000US440070138003,440070138003,"Block Group 3, Census Tract 138, Providence County, Rhode Island",41.8,38.7,43.8
1500000US440070138004,440070138004,"Block Group 4, Census Tract 138, Providence County, Rhode Island",39.3,36.7,41.6
1500000US440070138005,440070138005,"Block Group 5, Census Tract 138, Providence County, Rhode Island",38.3,34.4,40.9
1500000US440070139001,440070139001,"Block Group 1, Census Tract 139, Providence County, Rhode Island",53.6,50.3,56.6
1500000US440070139002,440070139002,"Block Group 2, Census Tract 139, Providence County, Rhode Island",46.7,42.2,49.6
1500000US440070139003,440070139003,"Block Group 3, Census Tract 139, Providence County, Rhode Island",48.5,43.1,52.3
1500000US440070140001,440070140001,"Block Group 1, Census Tract 140, Providence County, Rhode Island",38.7,38.5,38.9
1500000US440070140002,440070140002,"Block Group 2, Census Tract 140, Providence County, Rhode Island",37.0,34.6,38.5
1500000US440070140003,440070140003,"Block Group 3, Census Tract 140, Providence County, Rhode Island",41.6,39.0,44.2
1500000US440070140004,440070140004,"Block Group 4, Census Tract 140, Providence County, Rhode Island",43.4,40.2,46.0
1500000US440070140005,440070140005,"Block Group 5, Census Tract 140, Providence County, Rhode Island",40.8,39.2,42.9
1500000US440070141001,440070141001,"Block Group 1, Census Tract 141, Providence County, Rhode Island",32.3,29.9,34.4
1500000US440070141002,440070141002,"Block Group 2, Census Tract 141, Providence County, Rhode Island",40.3,38.1,41.2
1500000US440070141003,440070141003,"Block Group 3, Census Tract 141, Providence County, Rhode Island",33.1,32.0,35.1
1500000US440070141004,440070141004,"Block Group 4, Census Tract 141, Providence County, Rhode Island",36.4,36.0,37.0
1500000US440070142001,440070142001,"Block Group 1, Census Tract 142, Providence County, Rhode Island",42.4,41.1,43.4
1500000US440070142002,440070142002,"Block Group 2, Census Tract 142, Providence County, Rhode Island",34.3,34.2,36.1
1500000US440070142003,440070142003,"Block Group 3, Census Tract 142, Providence County, Rhode Island",44.0,41.2,46.8
1500000US440070143001,440070143001,"Block Group 1, Census Tract 143, Providence County, Rhode Island",48.1,45.5,49.6
1500000US440070143002,440070143002,"Block Group 2, Census Tract 143, Providence County, Rhode Island",48.6,48.4,48.7
1500000US440070143003,440070143003,"Block Group 3, Census Tract 143, Providence County, Rhode Island",50.8,49.5,52.2
1500000US440070143004,440070143004,"Block Group 4, Census Tract 143, Providence County, Rhode Island",49.7,48.5,50.7
1500000US440070144001,440070144001,"Block Group 1, Census Tract 144, Providence County, Rhode Island",56.1,52.9,58.2
1500000US440070144002,440070144002,"Block Group 2, Census Tract 144, Providence County, Rhode Island",44.9,43.3,46.0
1500000US440070144003,440070144003,"Block Group 3, Census Tract 144, Providence County, Rhode Island",46.8,45.1,48.6
1500000US440070145011,440070145011,"Block Group 1, Census Tract 145.01, Providence County, Rhode Island",42.4,41.5,43.0
1500000US440070145012,440070145012,"Block Group 2, Census Tract 145.01, Providence County, Rhode Island",44.2,42.7,45.7
1500000US440070145013,440070145013,"Block Group 3, Census Tract 145.01, Providence County, Rhode Island",40.5,40.1,40.9
1500000US440070145021,440070145021,"Block Group 1, Census Tract 145.02, Providence County, Rhode Island",50.7,47.3,53.3
1500000US440070145022,440070145022,"Block Group 2, Census Tract 145.02, Providence County, Rhode Island",43.4,42.6,44.4
1500000US440070145023,440070145023,"Block Group 3, Census Tract 145.02, Providence County, Rhode Island",44.7,41.1,47.0
1500000US440070146001,440070146001,"Block Group 1, Census Tract 146, Providence County, Rhode Island",45.2,43.5,46.6
1500000US440070146002,440070146002,"Block Group 2, Census Tract 146, Providence County, Rhode Island",42.8,42.2,43.4
1500000US440070146003,440070146003,"Block Group 3, Census Tract 146, Providence County, Rhode Island",39.9,39.3,40.5
1500000US440070147001,440070147001,"Block Group 1, Census Tract 147, Providence County, Rhode Island",35.8,35.6,36.2
1500000US440070147002,440070147002,"Block Group 2, Census Tract 147, Providence County, Rhode Island",34.8,32.7,37.8
1500000US440070147003,440070147003,"Block Group 3, Census Tract 147, Providence County, Rhode Island",30.9,31.3,30.4
1500000US440070147004,440070147004,"Block Group 4, Census Tract 147, Providence County, Rhode Island",35.7,32.0,38.3
1500000US440070147005,440070147005,"Block Group 5, Census Tract 147, Providence County, Rhode Island",49.9,48.8,51.1
1500000US440070147006,440070147006,"Block Group 6, Census Tract 147, Providence County, Rhode Island",35.3,32.1,38.6
1500000US440070148001,440070148001,"Block Group 1, Census Tract 148, Providence County, Rhode Island",41.7,41.6,41.8
1500000US440070148002,440070148002,"Block Group 2, Census Tract 148, Providence County, Rhode Island",44.0,43.3,44.8
1500000US440070148003,440070148003,"Block Group 3, Census Tract 148, Providence County, Rhode Island",43.3,42.5,44.4
1500000US440070150001,440070150001,"Block Group 1, Census Tract 150, Providence County, Rhode Island",34.5,32.5,36.2
1500000US440070150002,440070150002,"Block Group 2, Census Tract 150, Providence County, Rhode Island",36.1,34.9,37.6
1500000US440070151001,440070151001,"Block Group 1, Census Tract 151, Providence County, Rhode Island",32.8,29.6,34.9
1500000US440070151002,440070151002,"Block Group 2, Census Tract 151, Providence County, Rhode Island",29.8,30.4,29.4
1500000US440070151003,440070151003,"Block Group 3, Census Tract 151, Providence County, Rhode Island",36.7,37.0,36.3
1500000US440070152001,440070152001,"Block Group 1, Census Tract 152, Providence County, Rhode Island",46.8,42.9,49.5
1500000US440070152002,440070152002,"Block Group 2, Census Tract 152, Providence County, Rhode Island",51.9,50.3,53.6
1500000US440070153001,440070153001,"Block Group 1, Census Tract 153, Providence County, Rhode Island",30.1,28.1,32.5
1500000US440070153002,440070153002,"Block Group 2, Census Tract 153, Providence County, Rhode Island",34.7,34.1,35.4
1500000US440070154001,440070154001,"Block Group 1, Census Tract 154, Providence County, Rhode Island",33.6,32.8,34.5
1500000US440070154002,440070154002,"Block Group 2, Census Tract 154, Providence County, Rhode Island",29.5,28.9,29.8
1500000US440070155001,440070155001,"Block Group 1, Census Tract 155, Providence County, Rhode Island",40.7,40.2,41.4
1500000US440070155002,440070155002,"Block Group 2, Census Tract 155, Providence County, Rhode Island",36.6,33.7,39.0
1500000US440070155003,440070155003,"Block Group 3, Census Tract 155, Providence County, Rhode Island",31.6,31.1,32.0
1500000US440070155004,440070155004,"Block Group 4, Census Tract 155, Providence County, Rhode Island",33.7,33.0,34.0
1500000US440070156001,440070156001,"Block Group 1, Census Tract 156, Providence County, Rhode Island",40.6,39.5,41.2
1500000US440070156002,440070156002,"Block Group 2, Census Tract 156, Providence County, Rhode Island",38.7,38.3,40.0
1500000US440070156003,440070156003,"Block Group 3, Census Tract 156, Providence County, Rhode Island",34.5,33.5,35.2
1500000US440070157001,440070157001,"Block Group 1, Census Tract 157, Providence County, Rhode Island",45.4,45.2,45.8
1500000US440070157002,440070157002,"Block Group 2, Census Tract 157, Providence County, Rhode Island",39.7,38.3,41.1
1500000US440070157003,440070157003,"Block Group 3, Census Tract 157, Providence County, Rhode Island",43.1,40.9,44.1
1500000US440070157004,440070157004,"Block Group 4, Census Tract 157, Providence County, Rhode Island",43.5,43.8,43.0
1500000US440070158001,440070158001,"Block Group 1, Census Tract 158, Providence County, Rhode Island",44.7,43.6,45.4
1500000US440070158002,440070158002,"Block Group 2, Census Tract 158, Providence County, Rhode Island",35.5,34.2,36.6
1500000US440070158003,440070158003,"Block Group 3, Census Tract 158, Providence County, Rhode Island",37.6,34.6,40.3
1500000US440070158004,440070158004,"Block Group 4, Census Tract 158, Providence County, Rhode Island",38.8,36.1,40.9
1500000US440070158005,440070158005,"Block Group 5, Census Tract 158, Providence County, Rhode Island",38.2,36.3,40.3
1500000US440070159001,440070159001,"Block Group 1, Census Tract 159, Providence County, Rhode Island",36.9,34.4,41.1
1500000US440070159002,440070159002,"Block Group 2, Census Tract 159, Providence County, Rhode Island",34.2,31.4,36.0
1500000US440070159003,440070159003,"Block Group 3, Census Tract 159, Providence County, Rhode Island",41.1,39.3,43.3
1500000US440070159004,440070159004,"Block Group 4, Census Tract 159, Providence County, Rhode Island",38.4,38.2,38.6
1500000US440070160001,440070160001,"Block Group 1, Census Tract 160, Providence County, Rhode Island",38.7,36.8,41.1
1500000US440070160002,440070160002,"Block Group 2, Census Tract 160, Providence County, Rhode Island",33.3,33.3,33.4
1500000US440070160003,440070160003,"Block Group 3, Census Tract 160, Providence County, Rhode Island",31.8,30.6,33.2
1500000US440070161001,440070161001,"Block Group 1, Census Tract 161, Providence County, Rhode Island",32.6,33.8,31.2
1500000US440070161002,440070161002,"Block Group 2, Census Tract 161, Providence County, Rhode Island",29.9,30.8,29.4
1500000US440070161003,440070161003,"Block Group 3, Census Tract 161, Providence County, Rhode Island",28.8,26.7,30.5
1500000US440070161004,440070161004,"Block Group 4, Census Tract 161, Providence County, Rhode Island",29.5,28.9,29.9
1500000US440070163001,440070163001,"Block Group 1, Census Tract 163, Providence County, Rhode Island",39.8,38.2,41.3
1500000US440070163002,440070163002,"Block Group 2, Census Tract 163, Providence County, Rhode Island",41.6,40.0,43.2
1500000US440070163003,440070163003,"Block Group 3, Census Tract 163, Providence County, Rhode Island",38.4,38.9,37.8
1500000US440070164001,440070164001,"Block Group 1, Census Tract 164, Providence County, Rhode Island",29.4,28.6,30.2
1500000US440070164002,440070164002,"Block Group 2, Census Tract 164, Providence County, Rhode Island",36.0,33.8,38.0
1500000US440070164003,440070164003,"Block Group 3, Census Tract 164, Providence County, Rhode Island",28.6,27.6,30.0
1500000US440070165001,440070165001,"Block Group 1, Census Tract 165, Providence County, Rhode Island",46.6,45.7,47.6
1500000US440070165002,440070165002,"Block Group 2, Census Tract 165, Providence County, Rhode Island",38.0,37.2,39.0
1500000US440070165003,440070165003,"Block Group 3, Census Tract 165, Providence County, Rhode Island",38.0,37.9,38.1
1500000US440070166001,440070166001,"Block Group 1, Census Tract 166, Providence County, Rhode Island",34.5,30.8,39.1
1500000US440070167001,440070167001,"Block Group 1, Census Tract 167, Providence County, Rhode Island",33.6,33.8,33.4
1500000US440070167002,440070167002,"Block Group 2, Census Tract 167, Providence County, Rhode Island",34.4,32.7,35.8
1500000US440070168001,440070168001,"Block Group 1, Census Tract 168, Providence County, Rhode Island",38.9,37.7,39.8
1500000US440070168002,440070168002,"Block Group 2, Census Tract 168, Providence County, Rhode Island",43.7,41.8,46.6
1500000US440070168003,440070168003,"Block Group 3, Census Tract 168, Providence County, Rhode Island",39.5,39.4,39.6
1500000US440070169001,440070169001,"Block Group 1, Census Tract 169, Providence County, Rhode Island",46.3,44.3,47.9
1500000US440070169002,440070169002,"Block Group 2, Census Tract 169, Providence County, Rhode Island",51.5,50.6,52.5
1500000US440070169003,440070169003,"Block Group 3, Census Tract 169, Providence County, Rhode Island",40.0,37.0,41.9
1500000US440070170001,440070170001,"Block Group 1, Census Tract 170, Providence County, Rhode Island",39.9,38.3,40.9
1500000US440070170002,440070170002,"Block Group 2, Census Tract 170, Providence County, Rhode Island",48.0,46.4,50.1
1500000US440070170003,440070170003,"Block Group 3, Census Tract 170, Providence County, Rhode Island",44.2,42.0,45.5
1500000US440070170004,440070170004,"Block Group 4, Census Tract 170, Providence County, Rhode Island",43.5,40.8,45.4
1500000US440070171001,440070171001,"Block Group 1, Census Tract 171, Providence County, Rhode Island",36.4,35.3,37.4
1500000US440070171002,440070171002,"Block Group 2, Census Tract 171, Providence County, Rhode Island",39.4,39.5,39.3
1500000US440070171003,440070171003,"Block Group 3, Census Tract 171, Providence County, Rhode Island",31.3,28.2,33.8
1500000US440070171004,440070171004,"Block Group 4, Census Tract 171, Providence County, Rhode Island",34.0,33.6,35.5
1500000US440070173001,440070173001,"Block Group 1, Census Tract 173, Providence County, Rhode Island",40.6,39.9,41.3
1500000US440070173002,440070173002,"Block Group 2, Census Tract 173, Providence County, Rhode Island",36.3,36.9,35.6
1500000US440070173003,440070173003,"Block Group 3, Census Tract 173, Providence County, Rhode Island",36.8,35.5,37.5
1500000US440070174001,440070174001,"Block Group 1, Census Tract 174, Providence County, Rhode Island",39.3,34.7,42.5
1500000US440070174002,440070174002,"Block Group 2, Census Tract 174, Providence County, Rhode Island",29.0,29.2,28.8
1500000US440070174003,440070174003,"Block Group 3, Census Tract 174, Providence County, Rhode Island",24.0,20.1,25.7
1500000US440070175001,440070175001,"Block Group 1, Census Tract 175, Providence County, Rhode Island",39.1,38.4,39.4
1500000US440070175002,440070175002,"Block Group 2, Census Tract 175, Providence County, Rhode Island",36.2,37.9,35.1
1500000US440070175003,440070175003,"Block Group 3, Census Tract 175, Providence County, Rhode Island",40.4,38.5,42.8
1500000US440070176001,440070176001,"Block Group 1, Census Tract 176, Providence County, Rhode Island",26.7,25.9,27.1
1500000US440070176002,440070176002,"Block Group 2, Census Tract 176, Providence County, Rhode Island",33.4,33.1,33.6
1500000US440070177001,440070177001,"Block Group 1, Census Tract 177, Providence County, Rhode Island",43.9,43.5,44.0
1500000US440070177002,440070177002,"Block Group 2, Census Tract 177, Providence County, Rhode Island",40.4,39.4,41.3
1500000US440070177003,440070177003,"Block Group 3, Census Tract 177, Providence County, Rhode Island",40.8,38.8,43.0
1500000US440070178001,440070178001,"Block Group 1, Census Tract 178, Providence County, Rhode Island",46.0,44.6,47.9
1500000US440070178002,440070178002,"Block Group 2, Census Tract 178, Providence County, Rhode Island",34.7,33.6,36.4
1500000US440070178003,440070178003,"Block Group 3, Census Tract 178, Providence County, Rhode Island",31.3,30.0,32.1
1500000US440070179001,440070179001,"Block Group 1, Census Tract 179, Providence County, Rhode Island",30.8,30.9,30.8
1500000US440070179002,440070179002,"Block Group 2, Census Tract 179, Providence County, Rhode Island",27.9,27.3,29.2
1500000US440070179003,440070179003,"Block Group 3, Census Tract 179, Providence County, Rhode Island",44.1,41.9,46.7
1500000US440070180001,440070180001,"Block Group 1, Census Tract 180, Providence County, Rhode Island",48.3,47.4,49.0
1500000US440070180002,440070180002,"Block Group 2, Census Tract 180, Providence County, Rhode Island",49.2,46.2,53.3
1500000US440070180003,440070180003,"Block Group 3, Census Tract 180, Providence County, Rhode Island",42.4,40.9,45.6
1500000US440070181001,440070181001,"Block Group 1, Census Tract 181, Providence County, Rhode Island",38.0,37.2,39.8
1500000US440070181002,440070181002,"Block Group 2, Census Tract 181, Providence County, Rhode Island",31.9,32.4,31.5
1500000US440070182001,440070182001,"Block Group 1, Census Tract 182, Providence County, Rhode Island",33.6,34.1,33.2
1500000US440070182002,440070182002,"Block Group 2, Census Tract 182, Providence County, Rhode Island",29.5,28.4,30.8
1500000US440070183001,440070183001,"Block Group 1, Census Tract 183, Providence County, Rhode Island",29.5,28.8,30.5
1500000US440070184001,440070184001,"Block Group 1, Census Tract 184, Providence County, Rhode Island",31.9,29.3,33.6
1500000US440070184002,440070184002,"Block Group 2, Census Tract 184, Providence County, Rhode Island",46.8,46.1,48.1
1500000US440070184003,440070184003,"Block Group 3, Census Tract 184, Providence County, Rhode Island",42.6,40.8,43.4
1500000US440070184004,440070184004,"Block Group 4, Census Tract 184, Providence County, Rhode Island",49.0,46.8,51.3
1500000US440070184005,440070184005,"Block Group 5, Census Tract 184, Providence County, Rhode Island",36.7,33.4,38.6
1500000US440070185001,440070185001,"Block Group 1, Census Tract 185, Providence County, Rhode Island",40.0,39.2,41.5
1500000US440070185002,440070185002,"Block Group 2, Census Tract 185, Providence County, Rhode Island",47.2,44.9,49.3
1500000US440070185003,440070185003,"Block Group 3, Census Tract 185, Providence County, Rhode Island",39.7,37.7,41.5
