GEO.id,GEO.id2,GEO.display-label,D001
Id,Id2,Geography,Total
1500000US440070001011,440070001011,"Block Group 1, Census Tract 1.01, Providence County, Rhode Island",239
1500000US440070001012,440070001012,"Block Group 2, Census Tract 1.01, Providence County, Rhode Island",265
1500000US440070001013,440070001013,"Block Group 3, Census Tract 1.01, Providence County, Rhode Island",437
1500000US440070001014,440070001014,"Block Group 4, Census Tract 1.01, Providence County, Rhode Island",410
1500000US440070001021,440070001021,"Block Group 1, Census Tract 1.02, Providence County, Rhode Island",362
1500000US440070001022,440070001022,"Block Group 2, Census Tract 1.02, Providence County, Rhode Island",505
1500000US440070001023,440070001023,"Block Group 3, Census Tract 1.02, Providence County, Rhode Island",538
1500000US440070001024,440070001024,"Block Group 4, Census Tract 1.02, Providence County, Rhode Island",545
1500000US440070002001,440070002001,"Block Group 1, Census Tract 2, Providence County, Rhode Island",615
1500000US440070002002,440070002002,"Block Group 2, Census Tract 2, Providence County, Rhode Island",342
1500000US440070002003,440070002003,"Block Group 3, Census Tract 2, Providence County, Rhode Island",334
1500000US440070002004,440070002004,"Block Group 4, Census Tract 2, Providence County, Rhode Island",415
1500000US440070002005,440070002005,"Block Group 5, Census Tract 2, Providence County, Rhode Island",665
1500000US440070003001,440070003001,"Block Group 1, Census Tract 3, Providence County, Rhode Island",360
1500000US440070003002,440070003002,"Block Group 2, Census Tract 3, Providence County, Rhode Island",460
1500000US440070003003,440070003003,"Block Group 3, Census Tract 3, Providence County, Rhode Island",404
1500000US440070003004,440070003004,"Block Group 4, Census Tract 3, Providence County, Rhode Island",518
1500000US440070003005,440070003005,"Block Group 5, Census Tract 3, Providence County, Rhode Island",540
1500000US440070003006,440070003006,"Block Group 6, Census Tract 3, Providence County, Rhode Island",365
1500000US440070004001,440070004001,"Block Group 1, Census Tract 4, Providence County, Rhode Island",348
1500000US440070004002,440070004002,"Block Group 2, Census Tract 4, Providence County, Rhode Island",300
1500000US440070004003,440070004003,"Block Group 3, Census Tract 4, Providence County, Rhode Island",298
1500000US440070004004,440070004004,"Block Group 4, Census Tract 4, Providence County, Rhode Island",333
1500000US440070005001,440070005001,"Block Group 1, Census Tract 5, Providence County, Rhode Island",423
1500000US440070005002,440070005002,"Block Group 2, Census Tract 5, Providence County, Rhode Island",284
1500000US440070005003,440070005003,"Block Group 3, Census Tract 5, Providence County, Rhode Island",431
1500000US440070006001,440070006001,"Block Group 1, Census Tract 6, Providence County, Rhode Island",120
1500000US440070006002,440070006002,"Block Group 2, Census Tract 6, Providence County, Rhode Island",443
1500000US440070007001,440070007001,"Block Group 1, Census Tract 7, Providence County, Rhode Island",284
1500000US440070007002,440070007002,"Block Group 2, Census Tract 7, Providence County, Rhode Island",447
1500000US440070007003,440070007003,"Block Group 3, Census Tract 7, Providence County, Rhode Island",370
1500000US440070008001,440070008001,"Block Group 1, Census Tract 8, Providence County, Rhode Island",1013
1500000US440070008002,440070008002,"Block Group 2, Census Tract 8, Providence County, Rhode Island",815
1500000US440070008003,440070008003,"Block Group 3, Census Tract 8, Providence County, Rhode Island",244
1500000US440070009001,440070009001,"Block Group 1, Census Tract 9, Providence County, Rhode Island",784
1500000US440070009002,440070009002,"Block Group 2, Census Tract 9, Providence County, Rhode Island",480
1500000US440070010001,440070010001,"Block Group 1, Census Tract 10, Providence County, Rhode Island",711
1500000US440070010002,440070010002,"Block Group 2, Census Tract 10, Providence County, Rhode Island",631
1500000US440070011001,440070011001,"Block Group 1, Census Tract 11, Providence County, Rhode Island",507
1500000US440070011002,440070011002,"Block Group 2, Census Tract 11, Providence County, Rhode Island",424
1500000US440070011003,440070011003,"Block Group 3, Census Tract 11, Providence County, Rhode Island",382
1500000US440070012001,440070012001,"Block Group 1, Census Tract 12, Providence County, Rhode Island",454
1500000US440070012002,440070012002,"Block Group 2, Census Tract 12, Providence County, Rhode Island",405
1500000US440070012003,440070012003,"Block Group 3, Census Tract 12, Providence County, Rhode Island",335
1500000US440070013001,440070013001,"Block Group 1, Census Tract 13, Providence County, Rhode Island",441
1500000US440070013002,440070013002,"Block Group 2, Census Tract 13, Providence County, Rhode Island",480
1500000US440070013003,440070013003,"Block Group 3, Census Tract 13, Providence County, Rhode Island",394
1500000US440070013004,440070013004,"Block Group 4, Census Tract 13, Providence County, Rhode Island",461
1500000US440070014001,440070014001,"Block Group 1, Census Tract 14, Providence County, Rhode Island",383
1500000US440070014002,440070014002,"Block Group 2, Census Tract 14, Providence County, Rhode Island",529
1500000US440070014003,440070014003,"Block Group 3, Census Tract 14, Providence County, Rhode Island",264
1500000US440070014004,440070014004,"Block Group 4, Census Tract 14, Providence County, Rhode Island",594
1500000US440070014005,440070014005,"Block Group 5, Census Tract 14, Providence County, Rhode Island",525
1500000US440070015001,440070015001,"Block Group 1, Census Tract 15, Providence County, Rhode Island",405
1500000US440070015002,440070015002,"Block Group 2, Census Tract 15, Providence County, Rhode Island",346
1500000US440070015003,440070015003,"Block Group 3, Census Tract 15, Providence County, Rhode Island",357
1500000US440070016001,440070016001,"Block Group 1, Census Tract 16, Providence County, Rhode Island",258
1500000US440070016002,440070016002,"Block Group 2, Census Tract 16, Providence County, Rhode Island",531
1500000US440070016003,440070016003,"Block Group 3, Census Tract 16, Providence County, Rhode Island",425
1500000US440070016004,440070016004,"Block Group 4, Census Tract 16, Providence County, Rhode Island",350
1500000US440070016005,440070016005,"Block Group 5, Census Tract 16, Providence County, Rhode Island",463
1500000US440070016006,440070016006,"Block Group 6, Census Tract 16, Providence County, Rhode Island",500
1500000US440070016007,440070016007,"Block Group 7, Census Tract 16, Providence County, Rhode Island",277
1500000US440070017001,440070017001,"Block Group 1, Census Tract 17, Providence County, Rhode Island",383
1500000US440070017002,440070017002,"Block Group 2, Census Tract 17, Providence County, Rhode Island",458
1500000US440070017003,440070017003,"Block Group 3, Census Tract 17, Providence County, Rhode Island",672
1500000US440070018001,440070018001,"Block Group 1, Census Tract 18, Providence County, Rhode Island",363
1500000US440070018002,440070018002,"Block Group 2, Census Tract 18, Providence County, Rhode Island",614
1500000US440070018003,440070018003,"Block Group 3, Census Tract 18, Providence County, Rhode Island",218
1500000US440070018004,440070018004,"Block Group 4, Census Tract 18, Providence County, Rhode Island",370
1500000US440070018005,440070018005,"Block Group 5, Census Tract 18, Providence County, Rhode Island",384
1500000US440070018006,440070018006,"Block Group 6, Census Tract 18, Providence County, Rhode Island",462
1500000US440070019001,440070019001,"Block Group 1, Census Tract 19, Providence County, Rhode Island",346
1500000US440070019002,440070019002,"Block Group 2, Census Tract 19, Providence County, Rhode Island",409
1500000US440070019003,440070019003,"Block Group 3, Census Tract 19, Providence County, Rhode Island",360
1500000US440070019004,440070019004,"Block Group 4, Census Tract 19, Providence County, Rhode Island",285
1500000US440070019005,440070019005,"Block Group 5, Census Tract 19, Providence County, Rhode Island",435
1500000US440070019006,440070019006,"Block Group 6, Census Tract 19, Providence County, Rhode Island",558
1500000US440070020001,440070020001,"Block Group 1, Census Tract 20, Providence County, Rhode Island",616
1500000US440070020002,440070020002,"Block Group 2, Census Tract 20, Providence County, Rhode Island",572
1500000US440070020003,440070020003,"Block Group 3, Census Tract 20, Providence County, Rhode Island",447
1500000US440070020004,440070020004,"Block Group 4, Census Tract 20, Providence County, Rhode Island",499
1500000US440070021011,440070021011,"Block Group 1, Census Tract 21.01, Providence County, Rhode Island",265
1500000US440070021012,440070021012,"Block Group 2, Census Tract 21.01, Providence County, Rhode Island",314
1500000US440070021013,440070021013,"Block Group 3, Census Tract 21.01, Providence County, Rhode Island",478
1500000US440070021021,440070021021,"Block Group 1, Census Tract 21.02, Providence County, Rhode Island",292
1500000US440070021022,440070021022,"Block Group 2, Census Tract 21.02, Providence County, Rhode Island",317
1500000US440070021023,440070021023,"Block Group 3, Census Tract 21.02, Providence County, Rhode Island",754
1500000US440070021024,440070021024,"Block Group 4, Census Tract 21.02, Providence County, Rhode Island",538
1500000US440070021025,440070021025,"Block Group 5, Census Tract 21.02, Providence County, Rhode Island",255
1500000US440070022001,440070022001,"Block Group 1, Census Tract 22, Providence County, Rhode Island",512
1500000US440070022002,440070022002,"Block Group 2, Census Tract 22, Providence County, Rhode Island",334
1500000US440070022003,440070022003,"Block Group 3, Census Tract 22, Providence County, Rhode Island",511
1500000US440070022004,440070022004,"Block Group 4, Census Tract 22, Providence County, Rhode Island",494
1500000US440070023001,440070023001,"Block Group 1, Census Tract 23, Providence County, Rhode Island",546
1500000US440070023002,440070023002,"Block Group 2, Census Tract 23, Providence County, Rhode Island",500
1500000US440070023003,440070023003,"Block Group 3, Census Tract 23, Providence County, Rhode Island",302
1500000US440070023004,440070023004,"Block Group 4, Census Tract 23, Providence County, Rhode Island",322
1500000US440070023005,440070023005,"Block Group 5, Census Tract 23, Providence County, Rhode Island",302
1500000US440070023006,440070023006,"Block Group 6, Census Tract 23, Providence County, Rhode Island",322
1500000US440070024001,440070024001,"Block Group 1, Census Tract 24, Providence County, Rhode Island",163
1500000US440070024002,440070024002,"Block Group 2, Census Tract 24, Providence County, Rhode Island",408
